Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18,Value19,Value20,Value21,Value22,Value23,Value24,Value25,Value26,Value27,Value28,Value29,Value30,Value31,Value32,Value33,Value34,Value35,Value36,Value37,Value38,Value39,Value40,Value41,Value42,Value43,Value44,Value45,Value46,Value47,Value48,Value49,Value50,Value51,Value52,Value53,Value54,Value55,Value56,Value57,Value58,Value59,Value60,Value61,Value62,Value63,Value64,Value65,Value66,Value67,Value68,Value69,Value70,Value71,Value72,Value73,Value74,Value75,Value76,Value77,Value78,Value79,Value80,Value81,Value82,Value83,Value84,Value85,Value86,Value87,Value88,Value89,Value90,Value91,Value92,Value93,Value94,Value95,Value96,Value97,Value98,Value99,Value100,Value101,Value102,Value103,Value104,Value105,Value106,Value107,Value108,Value109,Value110,Value111,Value112,Value113,Value114,Value115,Value116,Value117,Value118,Value119,Value120
70.026,70.026,91.97988893,70.026,70.026,70.026,71.64571092,70.026,70.026,87.96864613,70.026,70.42075996,79.74909169,81.99499054,70.026,70.026,70.026,70.026,70.026,70.026,70.026,80.32644185,90.47252461,81.41561099,70.026,80.82208407,70.026,83.72681147,70.026,91.82049777,70.026,90.26966407,70.026,80.76842827,80.18847888,70.026,91.31819753,70.026,70.026,70.026,77.19473116,70.026,85.42185323,72.41132303,70.026,78.29004376,70.026,70.026,78.42686681,70.026,70.026,77.18645679,77.07738676,70.026,70.026,83.79255669,70.026,79.08238449,82.42988133,70.026,84.53955053,75.03034238,83.60756394,70.026,88.23953259,70.026,70.026,70.026,70.026,70.026,79.42108603,70.026,74.75047153,70.026,70.026,87.67045836,75.91423747,70.026,70.026,70.026,84.7963926,70.026,70.026,86.1898357,78.95418624,70.026,70.026,75.96171627,70.026,92.29344584,70.026,75.54567182,70.026,70.026,75.11339842,80.39320339,70.026,70.026,70.026,70.21509627,70.026,70.026,79.26202624,70.026,70.026,70.026,70.026,70.026,72.52006831,80.21613966,90.66254619,84.24133582,71.47551185,86.20823088,70.026,82.97077858,70.026,81.04386615,70.026,85.02536468
70.026,72.11366039,70.026,75.15773874,70.026,70.026,78.1008848,70.026,70.026,70.14383496,70.026,80.06138759,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,75.88908034,70.026,70.026,84.54332899,70.026,70.026,70.026,70.026,72.66462646,71.26050811,70.026,70.026,70.026,70.026,78.33927423,83.45453669,70.026,70.026,70.026,70.026,80.55220131,70.026,70.026,78.99253811,70.026,70.026,70.026,77.70430245,70.026,72.1465215,70.026,70.026,70.026,70.026,80.96390152,70.026,70.026,70.026,70.026,70.78859825,72.26833673,70.026,70.026,70.54573225,70.026,70.026,70.026,77.50504935,70.026,70.026,70.026,78.31644422,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,77.53827373,70.026,70.026,70.026,70.026,70.026,84.94378777,70.026,70.026,70.026,70.026,79.59452795,70.026,70.026,70.026,79.74914457,70.026,70.026,70.026,70.026,70.026,70.026,70.026,80.2541999,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026
70.026,70.026,70.22741207,70.026,70.026,70.026,70.026,70.74395888,70.026,70.026,70.76549724,75.09382364,72.00263561,70.026,70.026,70.026,74.24725896,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,78.17834945,70.026,70.026,70.026,70.026,70.026,70.53108529,70.026,70.026,70.026,70.026,70.026,79.62111491,71.51131191,70.026,75.12253159,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,73.77684631,73.37618491,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.17960218,70.026,70.026,73.68365475,72.30166257,79.18989252,70.026,70.026,70.026,70.026,72.87557307,70.026,75.93423739,77.50853607,70.026,70.026,70.026,70.026,70.37662096,70.026,70.026,70.026,70.026,75.78586663,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,74.93954211,70.026,70.026,70.026,70.026,74.12194415,70.026,70.026,70.026,70.026,77.94533833,79.0654606,70.026,70.026,70.026,70.026
90.64617809,83.39262777,70.026,84.80201876,70.026,79.71495242,70.026,94.4051154,92.57652404,70.026,89.11256709,70.026,78.0466605,85.6013039,70.026,70.026,90.48620603,70.026,70.026,70.66154022,70.026,95.76233105,88.70120171,86.63162696,91.03362972,70.026,86.09019221,91.04437334,74.83691099,70.026,70.026,92.23600569,74.36180254,84.9996863,70.026,72.88974409,70.026,70.026,93.67731611,88.02130824,70.026,70.026,70.026,91.48559433,73.16610342,70.026,70.026,94.77189799,70.66520286,70.026,70.026,79.52997108,94.27297731,70.026,74.43095356,81.78320272,73.84547841,75.3229638,76.85402639,88.48861148,70.026,91.95304723,70.026,70.026,78.97057502,70.026,74.74970411,75.69177346,70.026,70.026,70.026,96.64976796,70.026,94.56310529,70.026,79.78661475,76.54607785,70.36542893,70.026,70.026,78.63367794,77.86962541,70.026,88.73535902,92.91818368,96.34482469,70.026,70.026,70.026,70.026,92.8761081,85.75650957,70.026,70.026,70.026,70.026,83.5942278,70.026,78.20991012,70.026,70.76735388,73.99978258,70.026,76.26087401,84.8840231,90.93235325,74.34194615,70.026,70.026,74.36694529,74.56817852,70.026,70.026,73.40099404,77.16587392,70.026,70.96318221,70.026,70.026,84.260488
70.026,71.37689849,82.57558121,70.026,85.44271303,70.026,70.026,70.026,70.026,70.026,70.026,83.59404557,71.13697084,84.0023039,70.026,70.026,70.026,70.026,78.38581015,76.59903401,77.9855966,76.90425289,70.026,70.026,79.36450558,70.026,87.6821549,84.41099635,85.27503698,74.69958389,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,75.99329185,70.026,70.026,82.76125716,70.026,83.49906679,86.98181375,75.97374233,70.026,70.026,72.22817402,73.98709256,70.026,83.79906863,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,76.07668807,88.073622,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,73.22826743,70.026,70.026,70.026,76.2589828,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,81.22199382,78.77088016,70.026,82.88731397,72.55697332,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,79.6827694,87.06248868,84.28861047,70.026,70.026,70.026,70.026,70.026,70.026,87.22080404,70.026,70.026,70.026,78.08712783,70.026,78.89457091,72.57103372,70.026,70.026,70.026,70.026
70.026,82.01140608,70.026,70.026,70.026,85.06506496,70.026,74.27728686,71.31235069,88.00832925,77.74553067,74.84203999,70.026,71.75469198,80.39117684,88.43003199,89.41449263,70.026,96.90555736,84.92462291,70.026,70.026,72.3767196,80.67529514,96.09644612,70.026,70.026,70.026,70.026,70.026,70.026,70.21230174,70.026,70.026,75.52267377,70.026,87.16233476,78.21270799,70.026,70.026,72.14719284,70.026,70.026,78.3615976,80.99002974,70.026,70.15314323,70.026,70.026,70.026,70.026,87.30968807,70.026,85.23779977,94.2525122,86.53976073,70.026,70.026,70.026,70.026,72.53772133,81.35549136,70.026,70.026,97.0347323,82.02783671,70.026,75.15129435,72.45128528,70.026,70.026,98.37746307,70.026,93.71172435,70.026,70.026,97.46201182,72.70368098,95.80014204,70.026,76.13443547,83.69371507,70.026,70.026,70.026,73.0743829,95.5535893,72.90360958,85.48960046,70.026,75.21677226,70.026,81.58095805,70.026,70.026,70.026,91.48500181,76.0251071,86.83240446,90.09363189,89.92288829,80.50799911,73.50093428,87.69617123,70.026,84.06309636,70.026,98.11808853,76.2756087,78.86261687,70.026,70.026,86.795415,70.026,70.026,71.42488915,70.026,70.026,77.44538023,91.70111412
70.026,80.16108548,70.026,70.026,70.026,70.026,70.026,94.40114092,72.97616602,70.026,71.5316548,70.026,74.32834881,86.43695499,76.90636908,80.37404013,77.90779505,95.98140454,70.026,70.026,70.93941888,70.026,89.95129886,95.02418222,70.026,70.026,70.026,74.86726522,70.026,70.026,73.90276801,87.23212194,72.61698297,70.026,85.66761174,77.23905192,91.90276052,95.94488307,70.026,83.59869351,70.026,77.05726149,70.85327981,95.80802604,94.64988701,89.17479244,70.026,70.026,70.026,70.026,70.026,87.31187457,75.77385155,70.026,70.026,70.026,73.69726264,89.04725289,70.026,82.11826689,74.59045933,89.11536082,70.026,77.21906149,70.026,70.026,86.71122712,83.61783654,70.026,71.78543734,76.01962857,86.12426762,70.026,70.026,70.026,70.026,70.026,82.91342611,70.026,70.026,87.73445665,92.11592683,86.13050837,70.026,70.026,73.16788008,70.026,70.026,85.44881204,73.97897586,70.026,70.026,70.026,70.026,96.49739713,84.29274103,75.84402252,77.68759727,81.51938529,70.026,70.026,96.48204606,70.026,71.9658804,96.07246089,70.026,81.75979706,72.36733172,70.026,70.026,70.026,70.026,93.20523437,70.026,95.45393035,76.91011195,85.44553092,70.026,90.14137592,70.026
80.16324934,90.54761283,80.1612271,70.026,70.026,86.08627208,77.68509481,70.026,70.026,70.026,88.28119123,70.026,70.026,70.59239334,85.23018585,70.026,70.026,70.026,73.3367943,70.026,70.026,85.15963118,90.8813478,70.026,80.39776946,70.026,70.026,70.026,76.12306974,70.026,75.5047568,71.25153367,74.90452428,70.026,70.026,91.83732336,70.026,70.026,70.026,70.026,89.0645597,70.026,78.87674325,78.5304304,90.86344283,70.026,70.026,70.026,70.026,79.51294931,84.03426064,70.026,70.026,77.67570122,70.026,70.026,83.60872169,70.026,70.026,70.026,70.026,70.026,70.026,84.6940895,83.56037105,70.026,70.026,91.98153031,70.026,70.026,70.80500324,77.02883856,77.03675708,72.3416754,70.026,70.026,70.026,70.026,72.72602141,70.026,70.026,84.94510344,70.026,70.026,81.13375834,70.026,70.026,70.026,70.026,89.21577154,70.026,70.026,78.109449,92.22266876,84.18947042,86.58036937,70.026,70.026,70.026,70.026,70.026,70.026,89.22607168,75.08593534,70.026,70.026,70.026,74.55266397,72.57942056,70.026,75.95115644,87.65760673,87.56286235,70.026,70.026,82.70032453,72.57168146,70.026,82.30006143,70.026
70.026,75.82240878,70.026,74.72010989,73.18869721,86.56324234,70.026,70.026,71.31089772,70.026,86.66391245,70.20306108,87.74311245,70.026,70.026,70.2754119,70.026,70.026,70.026,70.026,70.026,70.026,80.63210776,70.026,70.026,70.026,82.33723845,70.026,84.69429406,70.026,84.88499539,83.37560282,79.24903258,90.59563004,71.02918646,70.026,70.026,70.026,70.026,70.026,89.8968162,86.48723995,70.026,76.4618536,70.026,70.026,70.026,73.92472131,87.31899695,70.026,70.026,73.91231174,91.19933219,70.026,70.026,70.026,90.60365361,70.026,85.13304083,91.08115851,70.026,70.026,70.026,70.026,78.81980843,70.026,77.5323482,70.026,70.026,77.8854494,70.026,71.08095447,75.34170665,70.026,70.026,88.20089673,70.026,70.026,88.90435796,73.10962426,72.78322448,70.026,70.026,85.23245275,70.026,82.85477913,70.026,81.82880797,70.026,78.36053748,74.33400733,90.19837503,70.026,90.93264144,70.026,70.026,70.026,70.026,88.26010228,77.69229445,70.026,70.026,90.60690171,70.026,70.74020657,70.026,70.026,72.22266592,70.026,83.12650406,70.026,79.45839506,75.37396105,86.11341863,75.35767759,91.08049203,88.34621535,70.026,80.8231623,70.026
84.23806756,76.99211637,70.026,82.57702499,70.026,83.95354263,75.42044817,70.026,70.026,70.026,84.29515545,70.026,70.026,81.48195093,70.026,70.03643448,70.026,70.026,70.026,70.026,71.80475822,85.91605336,78.51026195,70.026,70.026,70.026,70.54541656,79.64957998,70.026,70.026,70.026,70.026,70.026,70.026,86.00599973,70.026,70.026,70.026,71.46388975,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.97432311,70.026,70.026,79.70873511,84.62134223,70.026,70.026,84.01078719,70.026,70.026,73.18795793,70.026,70.026,72.91547454,70.026,83.22108145,80.74258951,70.026,75.64966055,73.85334182,70.026,79.19003226,70.026,70.026,70.026,74.55736673,70.026,70.026,70.026,80.59453166,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.62946304,70.026,71.96879185,70.026,74.80431135,70.026,70.026,70.026,83.21818333,70.026,82.47383034,70.026,70.026,70.026,80.71021441,77.63165416,82.94461268,76.61793454,74.8986271,80.71869671,70.026,70.39260595,70.026,72.44788306,86.37940767,70.026,76.94984157,70.026,70.026,86.04092908,70.026,70.026,70.026,70.026
70.026,70.026,93.28512912,74.39579246,70.026,86.97909853,70.026,70.026,70.10138168,91.52293511,70.026,70.026,86.92241499,70.026,79.76561441,73.7660103,70.026,70.026,70.026,70.026,94.78000169,72.95286437,70.026,70.026,90.43299236,70.026,73.96836724,70.026,85.14531912,70.026,70.026,70.026,79.00797623,87.64758564,87.63928861,70.026,79.86144763,70.026,79.48812508,70.026,79.77404741,70.026,89.44788289,70.026,70.026,70.026,70.026,70.026,84.07889809,70.026,94.86709101,70.026,73.11464836,70.026,76.46839265,92.98413033,70.026,89.6179964,78.55154322,70.026,70.026,70.026,76.70633785,70.026,74.14954779,70.026,70.026,87.04654911,70.026,70.026,70.026,70.5338979,70.026,70.026,76.59428061,76.96358755,70.026,79.85752961,70.026,70.026,91.32885364,70.026,76.6358375,75.68358763,70.026,70.026,84.77245869,77.25162135,76.61431597,70.026,73.45034217,72.22121812,70.026,70.026,70.026,70.026,76.45539547,70.026,91.3336836,70.026,84.05491416,81.01060057,70.96891855,70.026,84.37924313,70.026,82.78428246,76.20024335,70.026,74.28082341,70.026,70.026,70.026,70.026,70.026,92.80666268,70.026,93.37291275,83.58177142,70.026
75.62627259,70.026,70.026,70.026,78.02074025,70.026,70.026,74.38151114,70.026,70.026,70.026,70.026,76.39986195,70.026,70.026,70.026,70.026,72.17756275,81.54440662,70.026,70.026,70.026,70.026,80.25671997,70.026,73.591528,70.026,70.026,70.026,70.026,72.54069351,77.19282257,70.94389499,70.026,70.026,70.026,70.026,70.026,70.20590114,71.56094135,70.026,70.026,71.86864731,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,75.19420961,70.026,70.026,74.41132441,81.63435227,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.99554224,70.026,79.91113427,70.026,70.026,70.026,83.17100695,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,71.80221448,70.026,70.026,70.026,70.026,70.026,70.026,72.67010481,70.026,77.88093767,73.92383004,70.026,70.026,70.026,79.38056182,70.026,80.55521506,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,70.026,82.55982655,70.026,70.026,70.026,70.026,70.026
