Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18,Value19,Value20,Value21,Value22,Value23,Value24,Value25,Value26,Value27,Value28,Value29,Value30,Value31,Value32,Value33,Value34,Value35,Value36,Value37,Value38,Value39,Value40,Value41,Value42,Value43,Value44,Value45,Value46,Value47,Value48,Value49,Value50,Value51,Value52,Value53,Value54,Value55,Value56,Value57,Value58,Value59,Value60,Value61,Value62,Value63,Value64,Value65,Value66,Value67,Value68,Value69,Value70,Value71,Value72,Value73,Value74,Value75,Value76,Value77,Value78,Value79,Value80,Value81,Value82,Value83,Value84,Value85,Value86,Value87,Value88,Value89,Value90,Value91,Value92,Value93,Value94,Value95,Value96,Value97,Value98,Value99,Value100,Value101,Value102,Value103,Value104,Value105,Value106,Value107,Value108,Value109,Value110,Value111,Value112,Value113,Value114,Value115,Value116,Value117,Value118,Value119,Value120
70.92957055,97.57849023,106.7580898,101.739642,104.0386692,75.80312634,105.7050014,112.4655349,94.935767,72.86041957,72.16421355,116.1543189,88.71149608,88.25899983,82.24510945,102.9284619,72.90075736,77.82247455,80.48989946,103.6730449,70.03717758,75.1853788,70,99.86509169,115.4334479,96.2453594,115.8002206,76.2105084,113.4547162,101.6558351,101.9707873,103.705484,84.73395989,77.71150583,70,84.03315026,85.98418753,104.4191758,75.80968098,110.326866,86.45592986,84.46591324,94.77158188,86.29308053,113.1218794,94.5189213,70,82.57774192,73.34530319,101.9630991,88.77750297,113.383739,105.6422249,101.2824164,85.93710034,72.65512931,109.6195477,117.520521,114.3563576,81.15847817,83.38433657,71.1398815,108.5869749,100.1157314,88.1687075,110.8398581,91.80174159,115.8422425,115.7480489,99.10313048,107.0532963,95.99195482,96.94570708,90.98266927,90.47488442,112.5463791,103.7866093,103.1830425,78.83364132,80.41654271,102.1718658,80.24180294,113.5595469,95.089767,78.12148451,95.63674734,87.24800555,98.93161426,105.66406,83.56456862,107.8857272,106.4210369,80.78900347,75.00141554,77.85311051,82.76765357,75.13325043,70,70,104.0889028,94.84090509,98.73827811,85.61114425,117.107009,92.8259824,113.640745,106.4811313,80.16041822,95.22562255,85.09795229,100.8882813,88.12297912,83.27517802,110.5919652,70,77.01100467,104.3372084,98.51122294,76.74936727,116.9401181
119.4395401,109.8681036,108.7391007,98.72378413,114.3584195,119.8430171,86.61687377,120,108.6736359,98.52721007,120,103.4824752,120,99.42613294,119.4666063,101.1380418,102.5728923,114.1769182,92.29485074,85.39304382,108.2571331,103.6463185,87.0217464,111.8918205,100.7795241,84.72301696,118.8504614,108.3421685,102.562885,101.6022983,120,107.8887168,90.24134677,93.95471985,115.9204172,120,94.53162656,118.3216258,110.5453481,91.97439899,88.18635699,103.1484592,100.059237,86.297894,120,96.24209738,120,115.7924675,120,120,100.6848782,120,92.1796075,95.62080489,120,113.5945345,108.2018368,108.2705505,120,120,103.7380085,116.698997,103.6825416,120,120,120,85.11231231,89.86523237,98.24459985,86.17045818,120,86.95382304,118.3170948,113.5747846,118.4367236,84.69876383,93.88527879,88.3108948,110.1793654,120,120,120,120,120,120,97.62272811,92.82952257,115.2395037,92.19871318,111.9404936,86.37884333,113.9486796,89.88179233,109.0789177,111.1187369,86.05325122,94.39884039,108.1373733,104.1785765,101.3211636,88.34131855,120,105.9141354,120,118.7593139,89.78626053,119.599413,120,94.39317545,119.3914153,120,120,104.3049295,111.8362705,105.4721878,106.220946,97.63009232,97.48889408,111.1381544,87.05129889
115.6079114,90.65600255,113.3241459,119.6961842,84.57177445,114.4249752,119.8194984,120,120,120,100.3886881,82.22844462,92.91237113,84.03077679,84.09109456,85.47134576,120,88.05819092,113.6761502,93.73113705,92.84179352,95.48633379,109.1088213,112.0154711,94.81815096,82.01839301,106.1167494,81.6811728,108.0660721,86.69013353,99.77195812,88.4709179,103.2330711,120,93.99007881,97.10436522,120,77.79417805,110.7847402,85.37583744,81.88699506,118.2309076,95.50041783,99.75886965,105.504257,106.8112975,87.26289025,86.82859351,106.1499155,119.0419763,110.0531756,114.0159462,79.40791151,106.4071987,95.17165608,83.79362415,85.9768355,86.93575224,99.53156118,104.5309913,101.8271164,97.47718477,112.9248434,120,115.5432517,87.26720074,88.12045812,110.674451,120,120,95.39385447,120,105.8484564,105.4179051,107.2841814,115.4780106,99.4730395,94.18935384,82.95300927,95.56449154,106.5283494,93.25731905,97.05648024,109.0253078,120,98.9981578,113.8328482,100.5521729,116.7379659,110.1708125,101.7790245,118.5158347,85.41485343,109.4580447,106.3599396,84.91297526,96.53302697,101.613834,120,120,120,85.9450838,120,93.8863279,102.9410906,107.2425062,120,101.3204879,101.7740551,98.82807845,83.32551248,98.24668243,108.2375012,119.5443436,120,117.0073414,77.61543388,80.25294809,98.41500648,91.48531265
85.53300731,110.2594989,93.62908037,94.26003563,116.0638215,88.03294208,114.4736485,79.86005899,92.77860545,90.13085352,92.94579811,109.5555735,74.18839435,89.8006761,91.62891223,97.12881623,70,102.1894997,112.1704106,98.26707078,101.6625968,107.221993,77.68927513,93.27183329,117.6540605,84.73833111,90.82676104,105.4096224,115.3857769,70,97.99935705,91.26728133,107.0810203,80.61457946,103.5284435,105.9137794,83.18343051,102.6871051,84.62054531,78.91331559,84.86918834,118.0061514,77.57207363,71.47215254,78.33269282,76.2417011,112.6099492,78.5760872,97.29176148,95.14796766,83.81091036,80.76868764,110.9917176,95.06109668,74.95190656,71.90854192,70.85285018,98.56025699,111.6924339,98.42683989,87.00562889,99.4734197,108.7472739,82.05594599,95.57744996,106.7823374,111.604169,79.60625163,118.4515292,106.3523385,76.89065629,106.983952,109.185639,79.33910151,82.18966298,91.09370134,77.06421799,93.16280539,93.88538988,99.8039149,102.6797161,94.53628519,115.4636196,97.94199833,109.976752,104.563174,83.00611086,70.09420835,93.57350499,109.0120201,118.0699345,70.35941973,118.7305493,101.6428988,116.8570368,104.2333815,100.0670869,103.0792401,72.98141225,80.50439159,86.20381921,116.297861,85.35791793,73.37853276,87.28257999,75.81976184,89.22658585,96.46939207,71.28815223,94.39625875,86.22819664,118.0244686,77.69230744,97.96174813,90.98071151,75.88832722,88.79088024,84.96175473,74.76834579,115.999951
109.7530382,81.08908292,108.0073689,79.13344267,76.98525345,82.23541167,88.32054937,106.6473493,110.2220818,108.0597738,78.66896469,101.9485313,103.6614789,97.04462684,90.7480766,103.3060291,76.61734128,88.46419537,112.0081008,85.81814259,73.89640901,105.3829812,85.49367868,105.5800695,81.47966523,116.4461026,104.5990144,113.5448491,95.07515133,77.89432574,87.7580566,83.70272278,96.76856531,114.5845363,94.09331957,91.05006616,99.4672911,78.70350876,95.45335066,89.07570531,93.44815933,100.3829493,88.46653161,80.91910414,78.91766932,74.90066921,83.41784247,99.77934966,81.22187539,112.5354634,87.03192705,118.6287841,74.24244376,96.24663983,89.31921036,87.94314591,75.62640871,105.6094961,88.22785342,112.4571455,84.64115192,111.1609534,94.21694517,98.72064924,81.11127174,112.1013222,77.13786509,77.90974366,70.88788657,117.4155564,104.4134752,85.05153142,99.26105399,106.6928295,84.19989194,114.9764718,83.11362238,80.64523728,75.0674466,93.11527067,101.5643494,115.3703471,106.698783,91.10712012,78.6797691,106.3816839,93.15776991,94.01294507,104.4093929,80.23634123,107.9055833,92.22677017,72.31445946,105.8532682,88.91458164,75.18484661,102.1270934,88.05672991,95.28949891,84.04644191,118.4515542,70.0662513,113.5235906,93.6966344,85.72657563,89.70266315,93.53171787,88.9238046,70,75.46739782,113.0126289,73.54216166,111.8354747,86.99162788,75.39064478,85.06458188,76.09354864,80.27322101,109.8558542,70
119.8094492,102.0574798,77.32844815,73.80526187,86.55088849,95.82523467,78.21165752,89.88617,74.53057445,70.53382437,110.7064186,112.4376594,86.20140812,78.0895176,85.41632933,102.785208,71.55027109,72.4976536,78.90635357,113.68699,76.4152895,85.96734576,89.0030427,92.07129792,108.6672257,90.82917552,112.4886338,75.5006699,79.75654347,100.3331093,85.52647446,108.1734386,75.98006659,90.85857575,92.23847254,92.09863256,98.52507086,73.69650173,100.2989276,75.48856767,89.25566616,119.4053489,76.1585589,120,73.47356795,110.7127604,105.3755453,94.55256425,77.21443756,87.42141201,106.6362504,72.83761165,102.9693886,70.91552005,108.7101777,88.78963747,117.3826373,91.04277689,117.4914858,96.67109607,75.36624999,87.29329066,118.0571639,116.5925299,90.64112387,75.07789471,94.29096419,119.9166124,82.835671,75.58020428,73.14298083,108.9019725,98.85777903,103.6325935,80.6686345,108.1921053,93.3150168,95.67371973,72.86936599,103.1763022,75.1447226,72.09619335,117.8638728,81.15685761,110.1828581,116.9887039,86.70944879,83.93190119,81.7098167,104.5691925,71.7532548,106.7480025,102.5696196,78.65876764,78.27176332,84.21829101,83.18347164,76.52246067,101.8524915,98.37915227,99.91671585,103.7988585,73.48023765,107.5733645,95.71910762,79.80965363,70.9979001,78.44014142,118.2292237,118.5320329,88.08833748,112.6394516,115.6815748,80.62180992,80.37520521,119.6017781,95.69786129,106.8752509,96.87220205,110.0658087
70.17107227,107.561452,97.50541651,77.72033147,81.06176199,105.0604764,96.86798536,79.85752502,91.0265975,89.21443561,101.6411813,84.41166016,116.4055145,98.33442387,100.6593189,110.0252252,110.4165014,94.69730548,105.3772273,71.81623292,98.16595917,74.46770696,94.58264045,82.86470614,76.84566978,70,70,84.20266151,113.2018815,112.3864058,116.015571,90.25027874,79.42223898,83.4628129,109.2506114,83.92582158,70.06946478,81.65045243,79.20204443,101.1901113,106.8182861,104.263131,74.75384271,74.0484702,95.72905125,88.96240812,109.4570841,115.4533545,86.06105562,76.07431199,70,81.00852349,83.24077497,93.8347262,88.11708193,71.64972526,109.6770334,112.8213357,75.52248661,71.77757204,78.10791846,113.4852738,103.756545,86.15185589,101.2063647,79.28934759,70,85.65760718,86.87470517,82.61084714,115.8795287,107.653895,106.5486334,87.62367728,115.5701732,88.00624573,74.85225263,103.8520572,78.07463911,97.86550051,80.12136332,107.9120071,101.4368407,83.69635134,70.82195085,80.68240525,89.37130793,100.2918507,70,72.83105765,81.1192982,77.30147322,116.2437378,84.82762574,117.6865206,104.010128,98.52654098,88.62454929,111.1324965,74.50716117,79.0957431,97.91595198,85.24553465,73.08034563,109.1488002,117.4048469,74.46741503,80.96092203,87.20658767,94.60534448,89.54743826,100.3570661,80.17658541,70.46009995,108.4832512,114.0230079,70,111.8538948,79.34373531,83.8465701
115.1617499,84.19979834,104.9355692,120,120,120,112.2465891,92.64576059,103.2759249,85.30524246,83.71012905,120,99.62888401,116.1735733,108.8595324,83.32971509,97.88119413,108.1800736,98.15447514,87.11363463,114.7112672,120,96.63437448,105.199679,101.4624767,90.57150572,120,84.64095682,98.29264947,94.26327045,118.0885759,104.0999824,106.4641101,98.66471022,120,83.28139015,116.9241637,81.61278283,84.43089433,107.3801686,120,116.9432409,100.9915502,120,94.79978678,96.4072927,115.9726208,98.57255477,94.70436213,81.74065247,120,93.47115797,92.61469103,120,90.74250733,90.73373339,98.31746746,120,89.58090317,103.4277532,117.1111905,112.276703,110.3941993,110.5647153,101.0246326,94.24593516,120,102.7308775,108.9012058,120,118.5056466,90.59775963,83.6207026,109.0801603,108.6508867,81.86376892,120,99.49469049,110.6702332,115.5628948,107.9000895,101.6036978,117.1292131,120,112.2423191,115.1046415,108.9320483,106.4918063,107.0523233,120,104.1198932,97.26413726,87.60914855,101.5840817,99.1892304,99.53313165,104.4126808,82.75382555,118.4325872,110.3868167,98.75214001,116.7516533,95.43754647,97.84114995,120,86.62670944,84.51038513,118.2796552,117.0347467,105.1936437,98.94292894,114.2155739,117.0546603,94.40845161,81.55423874,111.5147164,107.0677223,107.9481794,115.3150493,104.7666042
70,88.56793573,90.87795392,82.53621586,100.2917617,88.22136462,99.33179018,70.73518563,70,97.35908678,82.89997875,70,70,70,70,86.03504927,70,99.42169789,94.11766245,70,70,70,70,71.31009475,96.58171469,90.03794418,70,70,70,70,70,70,99.88853648,94.68995759,70,72.6748138,74.54825616,92.08382623,94.64335141,93.02674727,78.48916596,76.50247886,70,94.80808684,70,102.2910615,70,70,80.12807882,83.57675856,92.70780613,70,70,70,84.76785727,71.13240489,93.43228216,71.76937542,70,89.80461358,70,70,70,70,85.05547189,70,100.8996504,70,78.9715395,78.96985886,78.29506827,80.13290558,70,99.95691675,70,75.3777949,93.94391913,84.00282881,70,70,97.38823049,98.74782321,70.0281238,71.12795128,98.34761942,84.84223086,70,85.31721884,70,85.09579933,75.11697286,94.00373319,70,93.08672337,70,70,73.16402703,70,94.96761112,71.71929795,88.97542818,87.57089845,94.86511635,84.85424683,70,91.44433105,70,70,100.7053163,72.3902426,70,87.69533129,97.84354183,86.18614467,79.6427476,70,99.96429027,70,72.14515754,71.78395385
70,82.94935796,82.56267715,70,70,70,85.3620865,81.48312274,70,70,73.71788855,70.13917094,78.12242371,70,79.44464904,70,70,70,70,70,70,79.51149462,83.7003185,72.32251895,70,76.78694059,72.95621269,70,77.02462732,70,70,70,81.2652397,70,70,70,70,83.42690259,84.17840107,70,83.42719525,70,77.78862674,70,70,70,70,78.62067203,78.43986313,85.24958198,84.65066658,74.07493833,70,76.55817563,73.2135767,70,82.7677415,70,86.20668498,70,70,86.0016028,70,70,70,70,74.36794914,70,70,77.71887908,70,70,70,72.50956694,85.86092668,70,82.51600433,70,70,85.79929128,70,70,70.06575424,72.47847441,70,70,70,70,75.78981582,70.70634811,83.8958887,81.17744438,70,84.60924396,70,70.93363735,70,83.53145204,70,70,70,70,70,70,70,70.60765588,78.71816712,84.67734852,70,70,70,70.81213943,70,74.47410958,83.92084228,70,70,76.99519652,70,70
73.37399028,70,70,76.92441907,87.67980313,70,70,70,70,73.18168665,70.86609883,70,70.03506265,80.32526265,70,87.99771723,70,70,79.29317036,73.9858391,70,88.10310729,73.64696191,71.0480501,70,86.73196629,78.31121278,74.55099844,74.48529563,70,70,70,70,70,70,71.28886293,70,70,70,70,70,70,70,70,70,77.52081423,70,79.00194811,83.85725572,81.64979696,70,70,70,85.218816,70,78.56552519,84.80081013,73.32622644,70,70,70,85.83253998,70,77.74277214,70,74.88674851,70,70,70,70,70,70,70,70,77.74328261,85.35218229,70,73.31486182,70,70,70,70,85.27364634,70,77.17371672,70,70,70,73.15409368,70,70.15542443,77.79837709,70,70,70,70,70,70,70,70,82.5286195,70,70,70.69328898,70,70,70,70,72.59774824,70,78.0047251,70,70,82.30209855,80.04807118,70,70,70,77.59033991,71.41385618
