Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18,Value19,Value20,Value21,Value22,Value23,Value24,Value25,Value26,Value27,Value28,Value29,Value30,Value31,Value32,Value33,Value34,Value35,Value36,Value37,Value38,Value39,Value40,Value41,Value42,Value43,Value44,Value45,Value46,Value47,Value48,Value49,Value50,Value51,Value52,Value53,Value54,Value55,Value56,Value57,Value58,Value59,Value60,Value61,Value62,Value63,Value64,Value65,Value66,Value67,Value68,Value69,Value70,Value71,Value72,Value73,Value74,Value75,Value76,Value77,Value78,Value79,Value80,Value81,Value82,Value83,Value84,Value85,Value86,Value87,Value88,Value89,Value90,Value91,Value92,Value93,Value94,Value95,Value96,Value97,Value98,Value99,Value100,Value101,Value102,Value103,Value104,Value105,Value106,Value107,Value108,Value109,Value110,Value111,Value112,Value113,Value114,Value115,Value116,Value117,Value118,Value119,Value120
70,70,86.18708124,70,70,70,70,70,79.07744526,70,70,70,70,70,93.75883634,70,70,80.67288179,87.11604127,72.54335626,70,70,70,75.73192894,78.564809,70,70,77.01492458,70,70,70,82.85661428,88.4851988,77.32123615,78.98322199,75.72577609,71.98668826,70,70,70,70,71.78876772,70,70,70,70,71.83454354,80.34645997,70,79.73155946,70,70,70,89.70822393,70,86.25902007,70,70,70.25206752,79.67254054,86.31728431,88.16370811,70,89.69284298,70,70,87.85741671,76.96499558,70,70,76.81987997,70,82.55914325,70,71.44196632,70,70,80.63131926,70,74.40620536,70,81.08848249,93.15321505,74.34121257,91.43477367,70,70,70,70,70,86.92893582,70,82.58504699,86.26566721,72.35909633,72.93228668,70,70,70,82.13396457,70,81.95305077,76.60147473,73.28551947,70,89.32551966,70,70,70.24822017,70,93.70290117,85.34556869,70,70,70,86.18894323,70,70,70,70
76.34591876,70,70,70.72096012,76.20853946,83.80973349,70,70,70,70,72.9215592,70,70,83.15060743,77.43247925,70.60056088,70.17829419,84.48134596,70,82.56532261,70,70,70,70,81.59059927,70,82.47506151,70,70,79.45893638,70,70,79.26093685,76.56430074,71.56756864,70,81.83420435,70,70,70,70,70,77.80852103,70,70,70,70,70,70.18391418,78.10684867,73.80606966,84.12164712,70,70,79.77838085,70.2350321,73.99508197,70,70,70,70,70,70,70,84.46015157,70,70,83.75017961,70,74.55131194,70,70,70,70,81.02223637,73.59056021,70,70,70,81.57338708,70,70,70,70,71.16694317,72.21033654,78.87126955,70,70,70,72.08997559,74.81086629,70,70,70,82.69929066,74.07124071,80.9118734,70,78.80286014,70,80.57413456,81.0302836,80.95343563,70,70,84.82143265,70,70,70,70,70,82.09687606,70,70,85.3720748,70,84.70332354,70,70
70,70,82.49369999,70,70,70,70,71.95013612,70,88.41268731,70,70,70,70,82.64081015,70,70,83.41825422,70.371542,88.40137215,70,70,70,70,77.68014456,86.40522061,70,76.76678066,70,70,70,79.59386443,70,70,70.8875788,70,81.35651899,70,70,70,70,77.77049953,70,70,88.02746313,83.76916066,70,70,70,86.91249711,70,70,87.43560394,76.1636693,74.45202712,70.86531127,77.91843938,70,70,70,75.17803699,71.46357865,70,70.84324798,70,84.41154089,70,74.5022519,70,70,75.74399711,78.49407323,70,70,70,70,70,70,71.30219692,86.67235795,70,70,70,72.27731645,72.80898869,79.83287441,70,70,70,70,84.72407079,87.86198026,70,70,72.86671241,77.40054735,70,70,70,70,72.17678025,70,70,70,74.06521345,70,76.24063152,88.38281831,70,70,77.67852636,70,79.52688732,70,70,70,70,70,70,75.8102837
79.83047489,70,83.22589424,82.95024114,70.56870712,70,72.97133466,88.79747799,77.09411944,78.3172314,71.0314686,70,70,70,70,70,70.09624834,70,94.78761453,70,70,78.38410299,76.75985416,70,83.18668453,87.67845074,95.30305846,75.13944305,83.33077617,70.66945796,70,76.77055823,70,73.61464622,70,71.40047084,72.35212203,71.51153306,71.59418595,70,73.32294476,70,78.6715195,70,78.05038335,92.05766503,84.90956428,70,81.64191109,75.29433862,70,70,86.91209071,81.28025984,84.81267921,70,70,86.59394656,70,70.55307745,88.24031731,70,92.57487753,75.58185349,92.0245344,71.37858173,83.18671052,70,70,70,77.88290424,70,87.1621752,89.86699129,70.29306263,70,75.89837716,70,70,70,82.79712793,70,89.59829574,70,87.44426918,70,70,88.35322931,92.21327148,70,73.71735886,70,83.1164468,70,75.21181497,70.36097311,79.10904074,90.00130205,70,82.1056114,90.67008352,75.48412401,79.30637296,70,71.81196211,70,70,87.04050354,70,91.45360919,72.71763119,77.76510331,89.17455076,88.06668026,73.66046367,70,72.25180867,70,90.02510806,70.80775133
73.34254576,70,70,70,70,70,78.07978647,94.30697901,70,70,70,83.33304388,71.01421733,70.10466499,70,70,77.82989015,70,91.09353195,70,93.48877541,80.98746969,70,70,92.27694257,70,89.7190183,70,70,73.34787552,70,79.78100405,70,70,70,70,88.88667984,70,70,76.94280079,75.40430377,70,70,70,70,70,76.6243863,95.57012519,85.33969479,70,85.76981827,70,70,76.27602988,88.11925814,71.30819866,77.52927888,94.38208809,70,70,70,80.66142803,70,91.36954442,70,70,71.04729684,70,70,70,75.60136236,80.28450349,70,91.24774937,94.5477459,83.78724456,70,70,76.15208966,73.66999787,81.85093318,70,70,71.14738798,70,91.88630171,79.49855944,70,70,70,70,95.86008511,81.0189994,87.03697702,70,77.19933635,92.76436936,77.76929603,70,83.3902838,92.71428292,93.01950181,70,70,70,72.57648301,70,70,85.43304223,70,76.63448024,77.02069772,81.38769752,90.70456208,70,71.90271778,70,70,82.03090937,78.16664527
70,70,92.76913031,70,78.88632271,92.11827928,78.23646869,70,70,70,70,70,70,70,76.42901799,70,77.26516083,71.78303938,78.42175024,80.40394711,87.45130512,91.12001125,84.00911207,70,70,82.78078487,76.10843728,70,70,89.33824078,70,70,70,70,70,70,70,79.38224222,70,72.95723256,70,91.56368119,90.17035341,70,70,70,70,88.54436289,87.59960013,75.5816124,89.76781173,80.95346069,70,82.80406366,70,70,81.73796327,70,76.0249676,72.07879046,70,70,70,70,70,84.60363709,79.95942022,91.04378633,70,79.91115106,70,70,70,74.2155935,70,70,70,70,70,88.69430433,70,83.34374645,70,70,70,70.77164633,91.96236466,70.73990552,70,84.96570608,70,75.57804149,70,75.93692646,94.28455248,70,70,94.53953741,70,70,70,75.75762342,92.46648302,70,70,70,91.21027746,74.61389484,84.69070925,83.68042776,94.64355638,78.83025037,75.30327832,83.62611169,70,70,70,78.0052208,75.04436419,91.11583517
72.43413926,70,90.54780236,70,70,70,70,70,70,85.20624854,84.43482387,70,70,70,70,70,78.08818125,90.14762845,74.72903274,70,76.04176918,70,91.93499341,89.44458112,70,70,70,70,76.85908854,70,70,89.49101043,70,85.41372994,86.77290169,70,70,70,79.70239397,70,81.41490739,80.82805382,70,70,70,70,70,89.09583969,76.76974334,70,70,70,83.08500344,78.48700658,75.90023473,70,70,71.4200076,70,70,70,84.89154029,79.6911921,86.53957849,70,70,84.66306437,71.05616177,70,86.73931433,89.54028023,70,83.33823459,70,85.53230379,70,70,85.28023048,71.10732862,70,70,70,82.83896364,70,70,84.22186298,70,70,70,70,78.34288145,84.60190395,70,70.22799874,70,87.44148627,70,70,70,70,72.7486494,89.05737542,70,70,70,91.32920496,70,70,70,80.77902778,87.848976,70,70,70,70,71.92538531,79.10444207,70,70,70
70,81.98894673,70,70,70,70,70,73.55621976,80.33937255,99.68073271,80.17192473,70,70,70,79.75748202,89.69548875,70.15562587,70,79.3081353,70,75.94426889,98.35192906,80.43084442,96.54308119,84.0952875,70,97.52973306,70,82.86416035,70,70,70,76.51632422,83.37036269,70,80.15390501,70,70,84.23831135,70,70,70,70,72.17574816,75.9586271,70,72.83882016,72.13382851,86.49621813,84.59896049,70,92.60466839,85.28534326,70,77.60937504,71.62961771,70,82.02350257,89.26349194,76.39896674,95.31574542,98.27247171,70,70,92.98923429,70,96.12825014,71.1015779,70,79.08743993,70.43925787,74.36285023,70,70,79.68868788,70,95.62460464,70,70.1952246,70,84.08080694,70,100.9945641,73.48111712,95.96037858,72.07402408,70,70,70,71.26143766,78.44480105,70,77.86172256,79.47828016,73.44465764,70.36801916,70.53814594,76.02121668,70,70,70,77.16265163,70.88125183,89.08809394,72.2180674,73.73225934,100.7558191,70,70,77.50330755,70,96.77878953,94.52627974,79.54509869,71.59212973,100.3441021,70,70,70,76.08645729
121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,120.9603406,121.7876,121.7876,121.7876,121.7876,107.760857,121.7876,121.7876,121.7876,118.4158842,113.4588953,113.8080825,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,110.7016932,119.1159694,121.7876,121.7876,121.7876,116.8695838,121.7876,121.7876,110.2375403,106.0837596,121.7876,121.7876,119.4912588,121.7876,121.7876,119.0605493,121.7876,121.7876,118.1331746,121.7876,121.7876,108.3403539,106.9085795,120.5663601,121.7876,117.78612,121.7876,121.7876,121.7876,121.7876,121.7876,107.0000396,121.7876,121.7876,111.8287395,119.5168377,121.7876,118.4650614,115.9110173,121.7876,120.8920878,121.7876,119.3237236,121.7876,120.1069782,121.7876,121.7876,107.1931118,121.7876,117.0298953,121.7876,121.7876,120.8519318,105.6451213,117.3069102,116.9612152,121.7876,121.7876,121.7876,121.7876,115.685441,114.3361979,121.7876,114.8050128,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,108.1878188,121.7876,121.7876,114.8871425,116.7407871,121.7876,121.7876,121.7876,121.7876,113.415949,111.2377082,121.6734275,114.1450678,121.7876,121.7876,121.7876
99.0104028,116.0800053,100.9273033,121.7876,119.8375896,121.7876,121.7876,111.6532008,110.7339377,121.7876,121.7876,121.7876,121.7876,115.2359846,121.7876,121.7876,91.26211658,121.7876,101.0547869,121.7876,101.7493563,114.8570566,108.1160471,121.7876,119.7106756,121.7876,104.9599898,121.7876,100.0981899,108.6924978,121.7876,121.7876,104.8787588,114.7867612,108.7317947,121.7876,121.7876,115.1403143,92.48151187,121.7876,121.7876,121.7876,90.62366593,89.97637982,99.17598633,100.2333192,91.95409309,113.4001264,93.25710572,114.0198356,102.3151892,116.4597666,121.7876,99.45444829,121.7876,110.1738431,110.6352745,116.4094007,95.45485116,121.7876,110.8918724,89.61077984,115.1799095,121.7876,121.7876,108.8418216,98.82230838,121.7876,92.71528733,112.283487,102.2390729,100.3819311,121.7876,93.17639521,97.46458307,121.7876,108.1847711,118.2644532,121.7876,121.7876,115.4397581,121.7876,117.0369305,121.7876,121.7876,118.5210942,120.8330581,103.8842633,121.7876,93.2602179,108.6348331,112.9179325,94.32553709,90.78861964,121.7876,121.7876,102.1119841,94.22920245,110.1528528,91.11389494,112.1791105,93.72944119,121.7876,121.7876,115.5595295,121.7876,121.7876,121.7876,121.7876,105.3224822,121.7876,121.7876,107.3340692,121.7876,100.1832379,91.73694165,117.2914814,121.7876,101.3589206,118.7731537
105.4259112,121.7876,118.3981563,92.51328496,117.0285172,116.9351528,91.08891219,97.62847178,93.08394969,99.75785022,120.7859924,114.6022063,121.7876,121.7876,118.0972609,90.02254455,121.7876,121.7876,121.7876,92.12960696,121.7876,90.84484488,121.7876,118.4042162,121.7876,110.2212193,121.7876,121.7876,103.2088012,121.7876,92.8031702,118.9083578,107.8765743,117.5092485,121.7876,104.55958,116.8949495,121.7876,94.02922011,121.7876,95.8757952,121.7876,121.7876,120.5148121,121.7876,121.7876,92.63553087,93.43653535,116.3308708,118.273036,121.7876,121.7876,117.7306806,121.7876,121.7876,121.7876,116.0367106,121.7876,121.7876,121.7876,118.4467297,112.679128,104.1137035,108.2482557,99.96797694,101.1156622,121.7876,121.7876,121.7876,105.7108821,111.1754438,98.85304083,109.1343717,91.94748702,118.5359786,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,93.77949996,121.7876,115.7806706,92.25360212,107.9387086,107.4467556,121.7876,121.7876,109.0231455,121.7876,112.570375,102.8951191,121.7876,112.0316168,98.25459255,117.9287745,89.53145487,114.8431899,121.7876,109.953144,120.4656071,121.7876,90.24502253,121.7876,121.7876,120.1626267,121.7876,121.7876,121.7876,97.29462335,100.3717075,91.23630231,111.8101338,121.7876,98.03748124,90.09257341,106.8272223,121.7876,93.33162542
121.7876,111.9363327,113.2710183,111.0194343,121.7876,121.7876,116.0579192,109.9182015,121.7876,114.2840136,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,115.5442616,121.7876,121.7876,110.114194,121.7876,119.2737002,113.3609201,97.66860733,110.5730269,121.7876,121.7876,121.7876,121.7876,105.2609614,104.2763224,98.79325776,116.4173018,121.7876,121.7876,97.63868925,97.03805782,112.2524861,121.7876,115.9599455,121.7876,121.7876,110.7739276,121.7876,120.7798259,113.4263114,110.1642046,121.7876,98.38406072,121.7876,113.5393002,103.8103429,120.2793961,121.7876,121.7876,103.6042036,121.7876,121.7876,121.7876,109.3806509,116.9118853,111.1189096,121.7876,113.4575638,118.5005188,108.4924659,121.7876,106.2323674,121.7876,113.3457106,97.7710183,121.7876,121.7876,105.5153286,121.7876,121.7876,121.7876,99.61866309,121.7876,120.8182844,109.3434459,120.7395484,121.7876,121.7876,120.7076851,121.7876,121.7876,121.7876,121.7876,121.7876,107.6535968,121.7876,107.7262555,98.62709664,96.54290847,112.624907,121.7876,121.7876,116.9902161,121.7876,109.3910911,121.7876,121.7876,102.9471236,107.3905929,120.0463803,121.7876,110.289056,121.7876,121.7876,104.0660538,101.3558114,106.2867762,121.7876,121.7876,108.0408454
121.7876,121.7876,121.7876,121.7876,108.2610318,121.7876,120.5215715,121.7876,100.8476906,121.7876,98.27840282,117.1735538,121.7876,120.7713179,113.9635285,120.0292355,121.7876,102.5464672,121.7876,121.7876,118.0709432,111.6923478,114.3500476,121.7876,109.9725019,115.1595505,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,98.20459808,100.6864003,120.855862,121.7876,121.7876,110.5155509,121.7876,105.8364133,121.7876,121.7876,113.4286309,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,100.7226157,121.7876,121.7876,97.90325004,118.1780645,102.5894752,111.5707112,106.2667319,121.7876,105.7415383,121.7876,121.7876,121.7876,109.2963815,94.72764112,121.7876,120.2547539,98.41429601,103.5035078,121.7876,101.1076895,121.7876,109.4266046,121.7876,117.0573952,121.7876,121.7876,93.61565365,121.7876,103.1433576,111.4686637,109.8157963,121.7876,116.252471,119.7618447,99.58672888,121.7876,97.84616035,121.7876,121.7876,115.7758545,121.7876,119.3570818,100.7734957,102.7622123,107.0211484,121.7876,121.7876,121.6419194,121.7876,121.7876,121.7876,103.6666847,103.4538124,98.95141348,101.9823752,121.7876,121.7876,121.7876,119.9688745,121.7876,113.1027649,121.7876,121.7876,121.7876,121.7876,107.4796935,121.7876,100.6439277,103.2278644,103.28118
93.83836568,101.0932065,121.7876,121.7876,121.7876,111.4765867,121.7876,92.09171231,121.7876,108.4168235,93.39163104,107.4754159,121.7876,121.7876,121.7876,121.7876,121.7876,118.2880145,102.8442147,94.06913956,111.4382988,95.6367957,121.7876,119.9290676,98.61275599,96.29871059,121.7876,121.7876,119.7895911,121.7876,95.44171569,99.90444155,121.7876,116.6010332,121.7876,110.8915394,108.3346311,111.4322862,121.7876,121.7876,113.300451,102.3512885,121.7876,105.6021059,94.69330021,93.31309308,93.66845863,110.2368537,121.7876,102.4446927,100.9935919,109.0124867,113.2999919,107.4715476,95.93162888,121.7876,118.5505239,95.05449782,108.7240987,95.90124148,114.038574,113.0452704,99.06132992,107.3960876,121.7876,102.4358801,99.38996028,121.7876,107.7799151,95.53928913,109.0000305,117.5597676,121.7876,105.2882842,94.16239832,120.7066544,111.5764803,109.2708453,121.7876,121.7876,116.0730745,108.9342896,102.2533189,121.7876,93.68851973,107.6134025,121.7876,92.94866684,115.7386671,121.7876,106.0205568,97.84744515,102.0192424,118.1901766,121.7876,103.7518824,121.7876,105.1030355,117.4564176,114.5836351,121.7876,107.2027827,114.8376087,98.96916249,119.5400208,121.7876,100.202033,121.7876,102.4428802,113.5023969,107.2656726,121.7202659,120.693424,117.992181,120.8439829,121.7876,121.7876,120.2830037,101.9325184,121.7876
