Game.ID,Player.ID,Card.1,Card.2,Card.3,House.Card.1,House.Card.2,House.Card.3,Winner,Emotion,Number.of.Bets,Brainwave.Voltage..ÂµV.,Alpha.Voltage..ÂµV.,Beta.Voltage..ÂµV.,Delta.Voltage..ÂµV.,Gamma.Voltage..ÂµV.,Theta.Voltage..ÂµV.,Hand.Category,Alpha_Voltage,Beta_Voltage,Theta_Voltage,Delta_Voltage,Gamma_Voltage,Inferred_Emotion
6,4,3 of Clubs,6 of Spades,8 of Clubs,9 of Diamonds,Q of Spades,10 of Spades,House,Fear,3,47.30600707,118.6136576,116.4673056,114.4240001,111.5086316,117.099064,Bad,78.41686808,77.25265841,115.7721365,73.56832227,78.23130177,Fear
6,5,4 of Clubs,6 of Spades,Q of Clubs,9 of Diamonds,Q of Spades,10 of Spades,House,Fear,7,47.51804825,113.9538158,115.2099864,117.1355559,119.2059709,118.4289322,Bad,79.49899919,72.67351688,115.979959,70.8085337,72.7781786,Fear
6,6,5 of Clubs,8 of Hearts,10 of Clubs,9 of Diamonds,Q of Spades,10 of Spades,House,Fear,5,44.58945082,115.0553742,114.4900484,113.1580176,114.3518408,111.9994175,Bad,78.946574,76.58987438,118.823132,78.37727656,71.07343007,Fear
7,1,9 of Diamonds,8 of Spades,9 of Hearts,K of Spades,K of Diamonds,K of Hearts,House,Fear,9,48.45395277,119.7399496,116.165257,112.1502526,114.1752541,115.9233523,Neutral,73.32683064,73.2434951,112.6688384,73.42269188,73.37623884,Fear
7,2,8 of Clubs,8 of Diamonds,7 of Hearts,K of Spades,K of Diamonds,K of Hearts,Player,Fear,7,44.40400871,115.7959707,111.3195303,119.5575693,113.4783811,111.145662,Neutral,79.41809157,78.45742547,114.6079096,78.76689239,74.89774768,Fear
7,3,10 of Spades,Q of Hearts,5 of Hearts,K of Spades,K of Diamonds,K of Hearts,House,Fear,2,45.85829672,111.6879961,116.2217541,112.2400697,111.3755231,114.4166382,Bad,74.03242704,79.19216476,111.3349762,70.5775062,76.75376421,Fear
7,4,5 of Spades,2 of Hearts,K of Hearts,K of Spades,K of Diamonds,K of Hearts,House,Fear,4,51.09295175,116.6048507,112.0065582,113.8199505,114.759846,112.4351409,Bad,77.89960195,70.9143817,117.8006741,74.66998046,78.33092399,Fear
7,5,2 of Hearts,7 of Diamonds,5 of Spades,K of Spades,K of Diamonds,K of Hearts,House,Fear,9,44.61340783,115.5546651,111.7669268,111.4186665,115.6785183,113.2310728,Bad,79.80163788,74.26865793,113.1702202,73.01859499,73.73335538,Fear
7,6,2 of Hearts,8 of Spades,Q of Hearts,K of Spades,K of Diamonds,K of Hearts,House,Fear,2,43.25423259,111.8583643,114.8152133,119.2362667,117.517732,118.3405432,Bad,73.28083998,74.45393902,119.7237752,79.01884137,79.61988521,Fear
8,1,2 of Hearts,3 of Spades,10 of Spades,3 of Hearts,10 of Spades,Q of Spades,Player,Fear,10,43.23272566,118.8472259,119.7536497,117.8692192,116.4756713,114.2888329,Bad,72.69191174,76.71805251,114.3763912,78.72342398,78.40620986,Fear
8,2,9 of Hearts,2 of Hearts,J of Spades,3 of Hearts,10 of Spades,Q of Spades,House,Fear,9,51.95049494,112.6347891,117.1799389,119.9545499,115.2062282,117.5131143,Bad,77.36970255,72.74842552,116.5154669,75.41889917,74.05760954,Fear
8,3,2 of Diamonds,9 of Diamonds,K of Hearts,3 of Hearts,10 of Spades,Q of Spades,House,Fear,10,47.61185411,115.455832,114.8874008,114.6927505,115.5416221,114.302061,Bad,76.54250622,71.57513123,112.8938574,73.94192687,76.17776134,Fear
8,4,10 of Clubs,K of Diamonds,7 of Clubs,3 of Hearts,10 of Spades,Q of Spades,Player,Ambition,5,22.81136138,97.7389599,98.86844824,98.94596776,93.04928842,99.06318225,Bad,76.18809865,93.2401761,72.26698247,75.43249012,77.8752285,Ambition
8,5,7 of Clubs,7 of Diamonds,K of Diamonds,3 of Hearts,10 of Spades,Q of Spades,Player,Ambition,2,26.82602647,94.07396109,93.78376899,97.54080452,93.74226706,91.47669765,Neutral,73.33926786,98.54030184,77.58689667,72.78276795,71.18674804,Ambition
8,6,6 of Spades,J of Spades,4 of Spades,3 of Hearts,10 of Spades,Q of Spades,House,Fear,4,50.90090901,114.36256,117.4931904,113.9426258,116.6660315,116.941075,Neutral,75.7088085,70.01175351,112.1629108,78.94886316,73.40304564,Fear
9,1,J of Hearts,J of Clubs,9 of Spades,5 of Hearts,9 of Diamonds,5 of Clubs,Player,Ambition,7,22.039151,97.60362411,99.0741742,94.89308049,92.49788869,93.87033144,Neutral,72.35787948,98.34859169,76.9530019,74.27113508,79.18903623,Ambition
9,2,J of Diamonds,K of Diamonds,8 of Clubs,5 of Hearts,9 of Diamonds,5 of Clubs,House,Greed,8,40.86076244,104.8895053,107.4250232,101.1180991,103.8420685,108.0185832,Bad,71.66215952,104.1551617,70.28444174,77.7617537,74.04776769,Greed
9,3,3 of Clubs,8 of Hearts,J of Clubs,5 of Hearts,9 of Diamonds,5 of Clubs,Player,Ambition,3,26.42846882,97.03771933,97.58565976,98.30629692,98.04912147,97.1396485,Bad,70.82759868,97.4478305,77.2069764,75.39288323,73.73652307,Ambition
9,4,K of Diamonds,J of Diamonds,10 of Diamonds,5 of Hearts,9 of Diamonds,5 of Clubs,Player,Ambition,1,25.26374753,94.95695379,99.85238496,96.12165876,92.82492288,93.6353157,Neutral,77.84892744,95.93251614,77.17019596,75.02893791,72.50554762,Ambition
9,5,10 of Spades,8 of Clubs,2 of Hearts,5 of Hearts,9 of Diamonds,5 of Clubs,Player,Ambition,4,20.23319141,97.2420621,99.32265609,92.60848116,91.74111846,98.93377943,Bad,72.83514831,95.16514788,75.79055155,79.80017443,71.70998618,Ambition
9,6,10 of Diamonds,3 of Clubs,7 of Clubs,5 of Hearts,9 of Diamonds,5 of Clubs,Player,Ambition,2,27.4760715,99.23750181,93.48741411,94.39557152,96.94169198,93.96937019,Bad,76.99459748,95.40842867,71.95019403,76.05316291,79.59149495,Ambition
10,1,A of Spades,3 of Hearts,Q of Clubs,A of Hearts,6 of Hearts,4 of Hearts,House,Greed,8,39.31552739,108.8944284,101.9682083,101.34184,102.8763759,103.57479,Bad,78.72093317,102.2953383,77.69697067,77.75338221,78.98687372,Greed
10,2,6 of Clubs,4 of Diamonds,Q of Diamonds,A of Hearts,6 of Hearts,4 of Hearts,House,Fear,4,45.367374,112.0163393,111.5912139,117.8004694,112.4784891,119.2252998,Bad,73.06399311,79.57572843,118.9063943,79.1924167,75.63979749,Fear
10,3,4 of Diamonds,6 of Clubs,9 of Diamonds,A of Hearts,6 of Hearts,4 of Hearts,House,Fear,2,46.79493159,114.311997,117.0354523,113.028619,113.1629049,116.1723828,Bad,78.99764521,74.46938881,116.2567983,75.81080799,70.67123023,Fear
10,4,10 of Hearts,6 of Diamonds,J of Hearts,A of Hearts,6 of Hearts,4 of Hearts,Player,Ambition,6,19.09295157,96.04578633,97.91856305,97.82031975,97.03618988,95.04217509,Bad,70.77308011,99.76913805,75.11422527,72.92706024,76.41369525,Ambition
10,5,A of Clubs,4 of Spades,7 of Diamonds,A of Hearts,6 of Hearts,4 of Hearts,Player,Ambition,6,19.99590868,99.01576348,96.60320641,99.91178641,98.37432836,91.3987883,Bad,77.39383622,97.86284831,71.49025933,76.82318768,75.50222752,Ambition
10,6,A of Diamonds,4 of Clubs,9 of Hearts,A of Hearts,6 of Hearts,4 of Hearts,Player,Greed,10,41.58004937,103.8853452,106.1468814,107.4932258,105.9530285,108.0751738,Bad,77.5714964,107.3272345,78.40023165,79.14537923,70.16764232,Greed
11,1,6 of Diamonds,K of Hearts,4 of Clubs,6 of Clubs,6 of Spades,3 of Clubs,Player,Ambition,4,18.71735701,93.54390087,92.65520846,91.48525015,96.1598237,97.19739569,Bad,77.09324053,92.00474238,79.4948136,77.87966718,71.78792422,Ambition
11,2,9 of Spades,6 of Clubs,9 of Hearts,6 of Clubs,6 of Spades,3 of Clubs,Player,Ambition,6,22.88289895,93.93534745,96.52225766,91.46941508,91.89364012,97.31579295,Neutral,73.60419837,95.25252446,75.93263766,70.02047418,74.82802732,Ambition
11,3,2 of Hearts,9 of Spades,10 of Clubs,6 of Clubs,6 of Spades,3 of Clubs,Player,Ambition,2,23.94234247,94.31262735,97.04200628,98.48549008,98.67360194,92.54950881,Bad,70.48341004,96.02906057,71.31325398,76.86261504,77.448463,Ambition
11,4,3 of Hearts,A of Diamonds,A of Hearts,6 of Clubs,6 of Spades,3 of Clubs,Player,Greed,10,34.47092606,105.3765702,107.6053405,107.9658254,108.0620838,103.053506,Neutral,70.73218246,101.3202738,71.37958671,75.5317991,72.1975777,Greed
11,5,9 of Diamonds,2 of Hearts,8 of Diamonds,6 of Clubs,6 of Spades,3 of Clubs,Player,Ambition,2,28.44802229,92.73281336,96.31011221,97.66977218,93.87225564,91.94234641,Bad,72.35383236,97.87186786,71.79573396,70.05430043,73.70002704,Ambition
11,6,2 of Diamonds,5 of Spades,10 of Hearts,6 of Clubs,6 of Spades,3 of Clubs,Player,Greed,10,36.18583517,107.4507174,103.6972805,102.4972645,102.3295118,103.8341859,Bad,74.03889332,109.5011874,74.73132381,74.2394691,73.22138119,Greed
12,1,3 of Clubs,9 of Diamonds,J of Clubs,A of Clubs,10 of Diamonds,4 of Hearts,House,Fear,4,45.58463693,116.3341026,114.2256201,111.1859567,111.8721759,113.6145292,Bad,72.65145059,77.10691348,112.501553,72.00439943,71.41035478,Fear
12,2,K of Diamonds,8 of Diamonds,A of Spades,A of Clubs,10 of Diamonds,4 of Hearts,Player,Greed,8,36.96400698,106.9373403,101.8866357,106.0459117,102.0789728,102.9045379,Bad,75.140691,101.6012746,72.34181467,70.56590189,79.75890382,Greed
12,3,9 of Diamonds,J of Spades,2 of Clubs,A of Clubs,10 of Diamonds,4 of Hearts,House,Fear,7,44.84681635,112.5496967,111.6050577,117.0419684,115.1706319,118.479481,Bad,75.46489058,74.35760032,117.9531853,79.86514124,73.58119835,Fear
12,4,10 of Diamonds,7 of Diamonds,5 of Clubs,A of Clubs,10 of Diamonds,4 of Hearts,House,Fear,9,42.55738795,111.8900176,112.3025964,113.7581196,117.8927939,113.7518294,Bad,79.75187181,77.31507752,119.2692526,73.30171735,74.12381852,Fear
12,5,J of Hearts,A of Diamonds,4 of Spades,A of Clubs,10 of Diamonds,4 of Hearts,Player,Greed,8,41.2180298,104.6757684,103.7144321,101.7220186,109.4549026,105.9368509,Bad,75.54680909,109.9470044,78.9665016,70.32913465,79.55278573,Greed
12,6,9 of Diamonds,6 of Spades,7 of Clubs,A of Clubs,10 of Diamonds,4 of Hearts,House,Fear,5,52.21110473,118.0904987,116.9252138,115.6282885,111.8071043,116.7846019,Bad,78.84112575,74.95384275,114.7630906,78.18556512,78.40885821,Fear
13,1,Q of Diamonds,3 of Clubs,9 of Diamonds,9 of Spades,2 of Diamonds,3 of Hearts,Player,Ambition,2,20.9601755,92.3983332,94.72944852,96.66201829,98.040061,97.16540658,Bad,70.00498667,99.86003133,74.83088008,75.5624225,71.07740947,Ambition
13,2,4 of Hearts,9 of Diamonds,9 of Clubs,9 of Spades,2 of Diamonds,3 of Hearts,Player,Ambition,5,25.34771258,97.04380176,92.34137988,94.11515686,91.38621045,97.47529204,Neutral,70.23721425,98.33069589,77.57747269,74.15599399,79.26171585,Ambition
13,3,9 of Hearts,2 of Diamonds,6 of Spades,9 of Spades,2 of Diamonds,3 of Hearts,Player,Greed,8,41.34354513,109.5732738,103.3769935,101.7892704,105.2801307,108.710284,Bad,79.63112712,104.5410221,72.08972673,74.957339,77.46057851,Greed
13,4,9 of Spades,8 of Diamonds,7 of Diamonds,9 of Spades,2 of Diamonds,3 of Hearts,Player,Greed,10,42.40883565,105.9677678,101.4209944,109.7684502,108.4578492,102.1843467,Strong,76.039498,109.6595124,74.26862671,71.21027623,73.5390391,Greed
13,5,6 of Hearts,A of Spades,Q of Clubs,9 of Spades,2 of Diamonds,3 of Hearts,Player,Greed,9,38.15087383,109.2961798,105.0561946,104.3470819,105.14948,108.5111476,Bad,77.53766706,104.5245107,79.12831084,71.37310587,74.80802914,Greed
13,6,K of Clubs,A of Clubs,2 of Hearts,9 of Spades,2 of Diamonds,3 of Hearts,House,Greed,9,36.95389092,106.9353171,101.5332361,109.6184393,102.3300572,107.7101116,Bad,71.90397121,103.0971557,76.22560112,70.6062998,72.73354697,Greed
14,1,3 of Hearts,8 of Hearts,2 of Diamonds,9 of Clubs,5 of Clubs,2 of Clubs,House,Fear,1,45.79560107,116.7252288,112.6877524,112.5365887,118.8329483,114.7772543,Bad,75.10729382,77.22125957,119.865498,77.13608542,73.67761787,Fear
14,2,4 of Diamonds,4 of Clubs,K of Spades,9 of Clubs,5 of Clubs,2 of Clubs,Player,Greed,9,41.05079519,106.8911886,105.536639,107.5461817,105.3131814,103.5864192,Neutral,72.43097568,104.5812202,74.87994238,72.4823855,77.34189762,Greed
14,3,K of Hearts,8 of Diamonds,J of Diamonds,9 of Clubs,5 of Clubs,2 of Clubs,Player,Ambition,7,26.88503533,94.27045034,98.73169925,95.21231224,92.92104399,99.41144849,Bad,76.03432528,93.77444585,70.30906617,75.74250483,73.15339699,Ambition
14,4,J of Diamonds,K of Clubs,6 of Diamonds,9 of Clubs,5 of Clubs,2 of Clubs,Player,Greed,9,35.74072154,108.1694041,101.5009953,109.9904867,107.2543403,102.4423994,Bad,77.71053382,103.4258322,73.57129396,75.14455694,78.49489144,Greed
14,5,7 of Clubs,J of Clubs,9 of Hearts,9 of Clubs,5 of Clubs,2 of Clubs,House,Greed,8,37.63399194,103.1345091,107.2320093,108.0178495,103.1513235,103.3127197,Bad,79.17612241,106.2628437,78.8672669,75.59310248,72.61912199,Greed
14,6,K of Diamonds,10 of Diamonds,10 of Hearts,9 of Clubs,5 of Clubs,2 of Clubs,Player,Ambition,1,27.73664263,93.76408625,96.38216528,92.5463456,91.93818879,97.1097768,Neutral,75.28318563,98.54530409,73.76981246,77.63261428,72.96738334,Ambition
15,1,A of Spades,3 of Diamonds,6 of Spades,K of Hearts,3 of Hearts,8 of Clubs,House,Fear,8,50.60958493,118.0118815,115.5083646,114.2744944,114.8883844,114.4956705,Bad,72.41994281,75.80368007,118.7460903,74.36443311,78.4100746,Fear
15,2,2 of Clubs,10 of Spades,10 of Clubs,K of Hearts,3 of Hearts,8 of Clubs,House,Fear,8,52.39123376,119.6398642,117.9128091,112.8727849,114.4577024,115.8961106,Neutral,72.36744082,74.75613473,113.1349626,74.89699078,78.4432897,Fear
15,3,5 of Hearts,4 of Spades,8 of Clubs,K of Hearts,3 of Hearts,8 of Clubs,House,Fear,3,50.08513233,116.5168728,115.2136551,118.2911397,117.9084542,115.5464213,Bad,72.87195477,71.06530051,113.0870226,79.47087187,79.70976981,Fear
15,4,10 of Spades,9 of Clubs,3 of Hearts,K of Hearts,3 of Hearts,8 of Clubs,House,Fear,1,46.47460174,118.6898645,117.7598058,118.0072366,119.607607,113.3982025,Bad,70.23348899,74.18924784,113.2700476,72.60988832,78.1228971,Fear
15,5,Q of Hearts,5 of Spades,7 of Spades,K of Hearts,3 of Hearts,8 of Clubs,Tie,Cautious,8,38.51645757,82.67648162,88.88952256,87.72226373,89.26545541,80.6313016,Bad,81.54560562,70.02868666,75.23098791,73.15291589,77.51993839,Cautious
15,6,6 of Clubs,4 of Clubs,K of Clubs,K of Hearts,3 of Hearts,8 of Clubs,Player,Fear,3,49.15279228,116.6498137,112.301655,115.5350748,112.4017224,112.1527066,Neutral,71.90118341,79.36434366,118.5234141,73.70301133,72.29523027,Fear
16,1,4 of Clubs,K of Clubs,8 of Clubs,K of Clubs,Q of Diamonds,5 of Spades,House,Fear,3,43.3272079,111.1095151,116.6721493,114.2312036,111.9466946,113.90554,Neutral,74.15889858,71.65564385,114.6338697,73.12259566,73.20638308,Fear
16,2,2 of Hearts,7 of Diamonds,5 of Diamonds,K of Clubs,Q of Diamonds,5 of Spades,House,Fear,1,47.98761932,112.5204968,119.4752535,113.880044,114.0055817,118.558722,Bad,77.1159612,73.1159731,118.5941569,74.64828592,78.23366928,Fear
16,3,5 of Spades,10 of Diamonds,K of Clubs,K of Clubs,Q of Diamonds,5 of Spades,House,Fear,5,49.63585802,116.8298019,117.3915445,116.7240162,119.5157666,112.8630075,Bad,78.4908625,79.84763361,116.137484,74.86741691,71.220958,Fear
16,4,4 of Hearts,A of Hearts,2 of Hearts,K of Clubs,Q of Diamonds,5 of Spades,House,Fear,10,44.21586277,119.9013532,118.4786056,116.3007533,116.9613446,116.8394329,Neutral,77.66575375,77.23558108,117.9201531,72.07828071,76.62910415,Fear
16,5,9 of Spades,9 of Clubs,5 of Diamonds,K of Clubs,Q of Diamonds,5 of Spades,Player,Fear,7,50.34896691,111.525566,112.9621485,119.653238,115.8092799,114.4051824,Neutral,70.8324906,71.60629504,118.5223076,70.6026185,78.79558714,Fear
16,6,5 of Spades,J of Clubs,K of Clubs,K of Clubs,Q of Diamonds,5 of Spades,House,Fear,10,48.38037754,117.8583462,115.7206705,111.1184649,117.6261384,117.589958,Bad,78.35694569,71.23903409,116.9431069,75.93377183,70.47634219,Fear
17,1,Q of Hearts,9 of Diamonds,4 of Diamonds,J of Clubs,2 of Diamonds,4 of Hearts,Player,Greed,9,43.44679972,102.4863384,109.6099408,103.0151732,105.1197443,102.0326237,Bad,74.31749363,101.5232672,76.25045425,77.74171163,72.25309488,Greed
17,2,Q of Spades,A of Diamonds,7 of Spades,J of Clubs,2 of Diamonds,4 of Hearts,House,Ambition,7,19.14146365,96.42954088,94.37906008,94.17856116,98.44279189,91.08605542,Bad,72.66036737,91.56912699,71.28717837,71.67899495,71.55020721,Ambition
17,3,10 of Diamonds,K of Clubs,10 of Hearts,J of Clubs,2 of Diamonds,4 of Hearts,Player,Greed,9,36.57784324,108.1815209,106.1430371,109.8748866,106.304989,101.4984122,Neutral,74.78681539,102.0942392,71.44891662,72.67018619,74.913958,Greed
17,4,9 of Spades,5 of Spades,7 of Hearts,J of Clubs,2 of Diamonds,4 of Hearts,House,Greed,8,39.94012066,101.4558079,108.9483769,108.5709273,104.1130107,106.5622924,Bad,74.22954883,104.5099935,79.48548935,73.86790734,70.68076553,Greed
17,5,8 of Spades,7 of Clubs,6 of Clubs,J of Clubs,2 of Diamonds,4 of Hearts,Player,Ambition,2,21.68283979,95.40632221,99.7044765,99.54964811,99.85455108,98.79803903,Strong,70.68519842,96.80472157,72.33974822,78.42757963,78.26699616,Ambition
